"id","name","city","region","country","latitude","longitude","ranking","ranking_out_of","rating","num_reviews","photo_count","amenities_count","brand","awards_count","price_level"
1465019,"Crowne Plaza Antalya, an IHG Hotel","Antalya","Turkish Mediterranean Coast","Turkiye",36.858093,30.63134,15,504,4.5,4516,2569,111,"Crowne Plaza",1,"$"
1465497,"W Barcelona","Barcelona","Catalonia","Spain",41.368374,2.190022,299,553,4.0,8194,7155,91,"W Hotels",0,"$$$$"
1469127,"Apollo Blue Hotel","Faliraki","South Aegean","Dodecanese",36.3444,28.2032,10,90,4.5,476,658,122,"",1,"$$$"
1478334,"Mercure Gold Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.242907,55.275646,126,982,4.5,2316,880,82,"Accor Live Limitless (ALL)",1,"$$"
1482943,"Hotel Praktik Rambla","Barcelona","Catalonia","Spain",41.389057,2.165915,111,553,4.5,2562,1072,25,"",2,"$$"
1484772,"Anemon Ege Otel","Izmir","Turkish Aegean Coast","Turkiye",38.45362,27.210936,117,218,3.0,131,99,36,"",0,"$"
1485476,"Hotel Colonial Barcelona","Barcelona","Catalonia","Spain",41.38238,2.180725,306,553,4.0,1093,447,66,"",0,"$$"
1490970,"Avenue Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.262642,55.32615,438,982,4.0,308,260,38,"",1,"$$"
14920039,"Staybridge Suites Dubai Internet City","Dubai","Emirate of Dubai","United Arab Emirates",25.097612,55.16311,8,982,5.0,367,203,100,"Staybridge Suites",2,"$$"
1498205,"Catalonia Catedral","Barcelona","Catalonia","Spain",41.38473,2.174484,22,553,4.5,2099,751,67,"Catalonia",2,"$$"
14989724,"Al Seef Heritage Hotel Dubai, Curio Collection by Hilton","Dubai","Emirate of Dubai","United Arab Emirates",25.26385,55.305202,350,982,4.5,723,1252,30,"Curio Collection by Hilton",1,"$$"
15016790,"W Dubai - The Palm","Dubai","Emirate of Dubai","United Arab Emirates",25.111986,55.109436,172,982,4.5,2602,3455,125,"W Hotels",2,"$$$$"
1501787,"Sixtytwo Hotel","Barcelona","Catalonia","Spain",41.392868,2.164512,5,553,4.5,2685,1013,56,"",2,"$$$"
15018366,"Alacati La Vista","Izmir","Turkish Aegean Coast","Turkiye",38.284218,26.367031,52,218,5.0,15,10,8,"",0,"$$$"
15023581,"Meraki Resort (Adults Only)","Hurghada","Red Sea and Sinai","Egypt",27.260126,33.815136,50,325,4.5,4250,8207,96,"Sunrise Resorts",0,"$$"
1503664,"Movenpick Hotel Jumeirah Beach","Dubai","Emirate of Dubai","United Arab Emirates",25.080301,55.136574,48,982,4.5,6734,3126,129,"Movenpick",2,"$$$"
15049553,"Greymark Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.424583,27.145,6,136,4.0,65,37,13,"",0,"$"
15119156,"DoubleTree by Hilton Dubai Al Jadaf","Dubai","Emirate of Dubai","United Arab Emirates",25.222378,55.33173,164,982,4.5,859,634,88,"DoubleTree by Hilton",2,"$$"
15134820,"Steigenberger Pure Lifestyle Hotel","Hurghada","Red Sea and Sinai","Egypt",27.162476,33.82486,2,325,5.0,2751,4679,69,"Steigenberger Hotels and Resorts",0,"$$$"
15148919,"Grand Millennium Business Bay","Dubai","Emirate of Dubai","United Arab Emirates",25.182663,55.27415,1,982,5.0,1484,933,163,"Grand Millennium Hotels",2,"$$$"
15192984,"Zabeel House The Greens","Dubai","Emirate of Dubai","United Arab Emirates",25.096743,55.169453,127,982,4.5,596,384,112,"Jumeirah",2,"$$"
1520718,"Sercotel Rosellon","Barcelona","Catalonia","Spain",41.404743,2.172772,205,553,4.5,2170,1331,52,"Sercotel",0,"$$"
15213169,"Raffles The Palm Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.11067,55.109394,88,982,5.0,1974,2710,184,"Raffles",1,"$$$$"
15221750,"Unite Hostel Barcelona","Barcelona","Catalonia","Spain",41.39101,2.196325,221,1202,4.0,80,178,122,"",0,"$"
1522778,"Amphoras Blu Hotel","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.86888,34.32015,62,279,4.5,2050,2958,44,"",0,"$"
1522979,"Pickalbatros Royal Grand Resort","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.86172,34.316727,7,279,4.5,5043,7427,100,"",0,"$$"
15244079,"Mandarin Oriental Jumeira, Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.216616,55.25154,173,982,5.0,925,1499,77,"Mandarin Oriental",2,"$$$$"
15244262,"Grand Oasis Resort","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.95632,34.389763,51,279,4.5,2732,3856,109,"",0,"$"
15268740,"Titanic Mardan Palace","Aksu","Turkish Mediterranean Coast","Turkiye",36.8567,30.9192,8,11,5.0,3757,5920,160,"Titanic Hotels",0,"$$$$"
15300873,"Viva la Vita Butik Otel","Izmir","Turkish Aegean Coast","Turkiye",38.43682,27.142107,1,136,5.0,54,54,26,"",0,"$"
1532202,"Novotel Barcelona City","Barcelona","Catalonia","Spain",41.403877,2.191189,263,553,4.0,4926,2028,70,"Novotel",1,"$$"
15326643,"Stella Di Mare Dubai Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.068674,55.134113,251,982,4.5,1351,1337,119,"Stella Di Mare",2,"$$$"
1535318,"Pickalbatros Jungle Aqua Park Resort - Neverland","Hurghada","Red Sea and Sinai","Egypt",27.0904,33.824394,77,325,4.5,5904,6765,74,"",0,"$$"
1536366,"Hotel & Spa Villa Olimpica Suites","Barcelona","Catalonia","Spain",41.39735,2.192487,318,553,3.5,997,407,50,"",0,"$$"
1539162,"Holiday International Hotel Embassy District","Dubai","Emirate of Dubai","United Arab Emirates",25.257458,55.30443,376,982,4.0,1098,626,51,"",1,"$$"
1540976,"Landmark Hotel Riqqa","Dubai","Emirate of Dubai","United Arab Emirates",25.26706,55.32029,491,982,3.5,343,236,20,"",0,"$$"
1541200,"Sentido Port Royal Villas & Spa","Kolimbia","South Aegean","Dodecanese",36.253292,28.166622,2,33,5.0,2080,3268,104,"",2,"$$"
15415944,"Hotel 86 By Katipoglu","Konak","Turkish Aegean Coast","Turkiye",38.42264,27.13507,5,12,3.5,9,13,3,"",0,"$"
1544035,"Mom Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.431137,27.211746,110,218,3.0,41,9,30,"",0,"$"
1546993,"Citymax Hotel Al Barsha at the Mall","Dubai","Emirate of Dubai","United Arab Emirates",25.115665,55.203842,325,982,4.5,3381,1281,83,"",1,"$$"
1546995,"Citymax Hotel Bur Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.250952,55.291954,318,982,4.5,6279,1859,97,"",0,"$"
1547042,"Media One Hotel Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.089794,55.15259,69,982,4.5,6616,2106,77,"",0,"$$$"
15518197,"LEVA Hotel Mazaya Centre","Dubai","Emirate of Dubai","United Arab Emirates",25.1982,55.265263,16,982,5.0,1556,929,153,"",1,"$$"
1552134,"Rixos Sharm El Sheikh","Nabq Bay","Red Sea and Sinai","Egypt",28.029654,34.43586,2,41,5.0,8740,11407,158,"Rixos",0,"$$$$"
15523740,"Jumeirah Zabeel Saray Royal Residences","Dubai","Emirate of Dubai","United Arab Emirates",25.098566,55.12362,459,982,5.0,26,72,15,"",0,"$$$$"
1553772,"Sianji Well-Being Resort","Turgutreis","Turkish Aegean Coast","Turkiye",37.035618,27.244152,12,78,4.5,1066,1107,71,"",2,"$$$"
1553922,"Address Dubai Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.07689,55.141136,125,982,5.0,7697,4395,103,"Address Hotels + Resorts",1,"$$$$"
15553726,"Premier Inn Dubai Al Jaddaf","Dubai","Emirate of Dubai","United Arab Emirates",25.225069,55.337852,171,982,4.5,1771,578,91,"Premier Inn",2,"$"
15559546,"Studio M Arabian Plaza","Dubai","Emirate of Dubai","United Arab Emirates",25.276497,55.349987,18,982,5.0,1706,579,99,"Millennium",0,"$$"
1557730,"Jaz Aquamarine Resort","Hurghada","Red Sea and Sinai","Egypt",27.089893,33.845345,59,325,4.5,14743,13798,112,"Jaz Hotel Group",0,"$$"
15579505,"Buyuk Konak","Izmir","Turkish Aegean Coast","Turkiye",38.41336,27.12547,25,194,4.0,5,0,3,"",0,"$"
15581528,"Hotel Praktik Essens","Barcelona","Catalonia","Spain",41.39015,2.16788,42,553,5.0,298,214,47,"",2,"$$"
15582080,"Millennium Atria Business Bay","Dubai","Emirate of Dubai","United Arab Emirates",25.179964,55.264065,174,982,4.5,779,414,94,"Millennium",1,"$$$"
15610059,"Mysun Residence Ew Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.42642,27.15085,20,136,4.0,18,40,23,"",0,"$"
1563900,"Ramada Plaza by Windham Antalya","Antalya","Turkish Mediterranean Coast","Turkiye",36.876842,30.708273,28,504,4.5,3373,3303,102,"Ramada",1,"$$"
15643509,"Coordinat Suits","Izmir","Turkish Aegean Coast","Turkiye",38.446594,27.192427,6,194,3.5,68,66,61,"",0,"$"
15656132,"Ibis Styles Izmir Bornova Hotel","Bornova","Turkish Aegean Coast","Turkiye",38.451015,27.192184,1,3,4.0,64,64,21,"ibis Styles",0,"$$"
15671976,"Xperience Kiroseiz Premier","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.921743,34.3416,89,279,4.5,568,974,33,"",0,"$"
15687917,"Grayton Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.252846,55.29662,31,766,4.5,170,172,31,"",1,"$$"
1572481,"The Leela Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.252497,55.33565,437,982,4.0,717,358,75,"",1,"$"
15741916,"Grand Plaza Movenpick Media City","Dubai","Emirate of Dubai","United Arab Emirates",25.097628,55.165672,38,982,5.0,1836,1264,155,"Movenpick",3,"$$$"
15798363,"10GR Boutique Hotel and Wine Bar","Rhodes Town","South Aegean","Dodecanese",36.44405,28.226812,3,86,5.0,130,231,90,"",2,"$$"
15812053,"Yurbban Ramblas Boutique Hotel","Barcelona","Catalonia","Spain",41.385105,2.170062,13,553,5.0,241,243,36,"",1,"$$"
15872094,"Waldorf Astoria Dubai International Financial Centre","Dubai","Emirate of Dubai","United Arab Emirates",25.211552,55.28198,11,982,5.0,982,1119,126,"Waldorf Astoria Hotels & Resorts",3,"$$$$"
1591768,"Premier Le Reve Hotel & Spa","Hurghada","Red Sea and Sinai","Egypt",27.0499,33.8855,5,325,5.0,10467,12372,133,"",4,"$$$"
1591771,"KaiSol Romance Resort Sahl Hasheesh","Sahl Hasheesh","Red Sea and Sinai","Egypt",27.04861,33.892952,2,11,4.5,3823,5655,105,"",3,"$$"
1597580,"Best 4 Barcelona","Barcelona","Catalonia","Spain",41.396038,2.20076,273,553,4.0,1589,616,37,"Best Hotels",1,"$$"
1599623,"Address Dubai Mall","Dubai","Emirate of Dubai","United Arab Emirates",25.19876,55.279606,19,982,5.0,8601,3182,102,"Address Hotels + Resorts",0,"$$$$"
1604580,"Sunshine Divers Club Il Porto","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.95157,34.384174,1,28,5.0,181,287,71,"",4,"$"
1630522,"Anantara Dubai The Palm Resort & Spa","Dubai","Emirate of Dubai","United Arab Emirates",25.12945,55.153133,158,982,4.5,11503,10050,152,"Minor Hotel Group",2,"$$$$"
1631237,"Premier Inn Dubai International Airport Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.24282,55.35875,226,982,4.5,7101,1227,88,"Premier Inn",2,"$$"
1641168,"Allegro Barcelona","Barcelona","Catalonia","Spain",41.392628,2.156409,77,553,4.5,1670,766,40,"Barcelo Hotels & Resorts",1,"$$"
1642600,"Ramada By Wyndham Downtown Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.1928,55.273,13,982,4.5,8295,3878,134,"Ramada",0,"$$$"
1651555,"La Suite Dubai Hotel & Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.108223,55.179405,49,982,4.5,1765,825,106,"NH Collection",1,"$$"
1654977,"Premier Inn Dubai Silicon Oasis Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.122828,55.374474,231,982,4.5,2595,372,55,"Premier Inn",1,"$"
1657537,"Rose Rayhaan By Rotana","Dubai","Emirate of Dubai","United Arab Emirates",25.211796,55.276466,312,982,4.5,7215,2732,91,"Rotana",1,"$$"
1661298,"Address Montgomerie","Dubai","Emirate of Dubai","United Arab Emirates",25.067514,55.164562,258,982,4.5,888,400,58,"Address Hotels + Resorts",3,"$$$$"
16663741,"The S Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.069916,55.244064,470,982,4.0,115,142,45,"",0,"$$"
16735452,"Address Fountain Views","Dubai","Emirate of Dubai","United Arab Emirates",25.194809,55.28223,61,982,5.0,1574,1231,84,"Address Hotels + Resorts",1,"$$$$"
16735551,"Vida Emirates Hills","Dubai","Emirate of Dubai","United Arab Emirates",25.078955,55.15747,77,982,5.0,926,409,56,"Vida Hotels and Resorts",1,"$$$"
16735572,"Vida Creek Harbour","Dubai","Emirate of Dubai","United Arab Emirates",25.206276,55.342342,116,982,5.0,1689,1031,116,"Vida Hotels and Resorts",1,"$$"
16735585,"Rove at The Park","Dubai","Emirate of Dubai","United Arab Emirates",24.911055,55.01374,166,982,4.5,1501,957,97,"Rove Hotels",1,"$$"
16735656,"Address Sky View","Dubai","Emirate of Dubai","United Arab Emirates",25.201605,55.27054,105,982,5.0,2501,2479,126,"Address Hotels + Resorts",3,"$$$$"
1675299,"Holiday Inn Express Dubai Airport, an IHG Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.24253,55.3598,322,982,4.0,3078,1522,59,"Holiday Inn Express",1,"$$"
16805635,"Hyatt Place Dubai Wasl District","Dubai","Emirate of Dubai","United Arab Emirates",25.27046,55.315586,264,982,4.5,1445,881,110,"Hyatt Place",1,"$$"
16852817,"Second House","Cigli","Turkish Aegean Coast","Turkiye",38.499058,27.056154,3,4,3.5,3,1,7,"",0,"$"
16874490,"Hotel Marina","Izmir","Turkish Aegean Coast","Turkiye",38.42325,27.13862,60,218,4.0,26,36,4,"",0,"$"
1687451,"Centro Barsha","Dubai","Emirate of Dubai","United Arab Emirates",25.11328,55.19498,345,982,4.5,2474,561,42,"Rotana",1,"$$"
1718075,"Stella Di Mare Beach Hotel & Spa","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.904852,34.329918,19,279,5.0,6681,8629,97,"Stella Di Mare",2,"$$"
1718654,"Mount Royal Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.270235,55.30605,39,140,3.0,42,58,50,"",0,"$"
1724002,"Signature Hotel Apartments and Spa Dubai Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.06876,55.130795,46,766,3.5,526,562,37,"",0,"$$"
1728123,"The Meydan Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.155731,55.300064,32,982,4.5,3314,2385,100,"",2,"$$$"
17323259,"Millennium Place Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.071074,55.136665,198,982,4.5,2280,1296,87,"Millennium",2,"$$$"
17343504,"City Avenue Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.27409,55.322655,558,982,3.5,52,23,10,"",0,"$"
17369813,"METT Hotel Beach Resort Bodrum","Bodrum City","Turkish Aegean Coast","Turkiye",37.024635,27.416029,3,164,5.0,348,570,104,"",2,"$$$"
17373524,"Studio One Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.043936,55.250797,65,982,5.0,882,524,68,"",1,"$$"
17379310,"Citymax Hotel Al Barsha","Dubai","Emirate of Dubai","United Arab Emirates",25.112793,55.200783,268,982,4.5,606,259,83,"",2,"$$"
17380944,"Luis Hotel","Gaziemir","Turkish Aegean Coast","Turkiye",38.3254,27.13688,1,1,4.5,19,17,10,"",0,"$"
1741756,"Mio Bianco Resort","Akyarlar","Turkish Aegean Coast","Turkiye",36.966953,27.283703,12,24,3.5,169,214,46,"",1,"$$"
1742736,"ibis Dubai Al Rigga","Dubai","Emirate of Dubai","United Arab Emirates",25.265177,55.321293,87,982,4.5,2778,795,75,"ibis",2,"$$"
17430681,"Millennium Plaza Downtown Suites","Dubai","Emirate of Dubai","United Arab Emirates",25.220531,55.280704,280,982,4.5,413,154,68,"Millennium",1,"$$$"
17454716,"Hotel Paris Prestige","Izmir","Turkish Aegean Coast","Turkiye",38.42524,27.149,46,218,4.5,35,39,22,"",0,"$"
17508797,"Rhodos Horizon City","Rhodes Town","South Aegean","Dodecanese",36.4495,28.2228,6,122,5.0,286,294,50,"",3,"$$"
17535789,"Onn Residence","Izmir","Turkish Aegean Coast","Turkiye",38.406258,27.107994,44,194,3.5,3,86,10,"",0,"$"
17567393,"Occidental Al Jaddaf, Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.217894,55.323235,372,982,4.0,481,483,54,"Barcelo Hotels & Resorts",1,"$$"
1758129,"Delphin Be Grand Resort","Kemeragzi","Turkish Mediterranean Coast","Turkiye",36.85514,30.863945,6,16,4.5,2978,4761,104,"Delphin Hotels",2,"$$$$"
1758564,"Carlton Al Barsha","Dubai","Emirate of Dubai","United Arab Emirates",25.108622,55.203835,396,982,4.0,1616,577,79,"Ramada",0,"$$"
17599263,"Naama Waves Hotel","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.905535,34.322895,44,279,4.5,1185,1527,83,"",0,"$"
1760699,"Sheraton Mall of the Emirates Hotel Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.119297,55.203148,96,982,4.5,3601,2236,88,"Sheraton",2,"$$$$"
17659979,"JA Lake View Hotel","Dubai","Emirate of Dubai","United Arab Emirates",24.987362,55.023106,182,982,5.0,1794,2396,152,"JA Resorts & Hotels",2,"$$$$"
17670670,"Novotel Bur Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.233288,55.32107,129,982,5.0,937,370,137,"Novotel",1,"$$"
17708493,"Beta Homes Boutique Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.389698,27.185429,113,218,3.5,2,62,46,"",0,"$"
17724456,"Millennium Al Barsha","Dubai","Emirate of Dubai","United Arab Emirates",25.1147,55.19607,210,982,4.5,1167,637,56,"Millennium",1,"$$"
17764609,"Kimpton Vividora Hotel","Barcelona","Catalonia","Spain",41.38458,2.172937,23,553,5.0,481,670,113,"Kimpton Hotels",2,"$$$$"
1777174,"Kempinski Hotel & Residences Palm Jumeirah","Dubai","Emirate of Dubai","United Arab Emirates",25.113024,55.11046,25,982,4.5,1542,1276,161,"Kempinski",1,"$$$$"
1777624,"Armani Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.197222,55.27432,259,982,4.5,3616,3297,84,"",2,"$$$$"
17802490,"Nobu Hotel Barcelona","Barcelona","Catalonia","Spain",41.379715,2.142622,397,553,4.0,120,201,82,"Nobu Hotels",0,"$$$"
17839515,"Hotel Acta Voraport","Barcelona","Catalonia","Spain",41.399006,2.200621,59,553,4.5,526,399,59,"",1,"$$"
17839666,"Delta Hotels Jumeirah Beach, Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.077852,55.135845,139,982,4.5,3684,2359,65,"Delta Hotels",2,"$$$"
17840494,"Hampton By Hilton Dubai Al Barsha","Dubai","Emirate of Dubai","United Arab Emirates",25.113756,55.193302,324,982,4.5,252,252,75,"Hampton by Hilton",2,"$$"
1790159,"Marlight Boutique Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.422947,27.14141,48,218,4.0,98,29,46,"",0,"$"
1791607,"Susuzlu Otel","Izmir","Turkish Aegean Coast","Turkiye",38.42231,27.13982,46,136,3.5,28,9,31,"",0,"$"
1791974,"Olimpiyat Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.421528,27.141363,34,218,4.0,207,71,26,"",0,"$"
1795066,"Kordon Otel Alsancak","Izmir","Turkish Aegean Coast","Turkiye",38.42966,27.13729,57,218,3.5,133,53,38,"",0,"$"
1796679,"Anemon Cigli Hotel","Cigli","Turkish Aegean Coast","Turkiye",38.491135,27.065107,1,4,4.0,120,21,53,"",0,"$"
1804015,"Emirates Grand Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.20946,55.27495,366,982,4.0,2059,700,62,"",1,"$$$"
1804593,"Sharm Bride Resort","Nabq Bay","Red Sea and Sinai","Egypt",28.028345,34.43464,34,41,3.5,598,639,105,"",0,"$"
1804746,"Megasaray Westbeach Antalya","Antalya","Turkish Mediterranean Coast","Turkiye",36.859722,30.633812,5,504,5.0,1090,1002,100,"",0,"$$"
1811884,"MD Hotel By Gewan","Dubai","Emirate of Dubai","United Arab Emirates",25.11369,55.191376,443,982,3.5,868,695,54,"",0,"$$"
1823675,"Oaks Ibn Battuta Gate Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.041748,55.115215,147,982,4.5,10603,2723,162,"Oaks Hotels & Resorts",1,"$$"
1823683,"AVANI Deira Dubai Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.270775,55.32958,156,982,4.5,3150,903,65,"Minor Hotel Group",1,"$$"
1833438,"SC Inn Boutique Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.42408,27.144114,64,218,3.5,98,87,35,"",0,"$"
1841363,"Fortune Grand Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.27591,55.315586,392,982,4.0,417,138,30,"",0,"$$"
1858675,"Cleopatra Luxury Resort Sharm","Nabq Bay","Red Sea and Sinai","Egypt",28.02187,34.43804,8,41,4.5,6020,7421,97,"",0,"$$"
18717680,"Andaz Dubai The Palm","Dubai","Emirate of Dubai","United Arab Emirates",25.115244,55.14026,224,982,4.5,1494,1218,149,"Andaz",2,"$$$$"
18717692,"FIVE Jumeirah Village Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.053967,55.20719,267,982,5.0,4227,3580,126,"",1,"$$$"
1879023,"TIME Grand Plaza Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.270718,55.380486,241,982,4.5,1392,484,60,"",2,"$$"
1889882,"Auris Boutique Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.117395,55.19533,34,766,4.0,251,103,29,"",1,"$$"
1890590,"Pickalbatros Palace Resort","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.966751,34.41656,27,279,4.5,1431,2960,119,"",1,"$$"
18971042,"Hyatt Place Dubai Jumeirah","Dubai","Emirate of Dubai","United Arab Emirates",25.246159,55.277485,209,982,4.5,1300,661,126,"Hyatt Place",1,"$$$"
18973540,"Life Point Boutique Hotel & Restaurant","Izmir","Turkish Aegean Coast","Turkiye",38.302776,26.28317,34,136,4.0,18,23,13,"",0,"$"
1900124,"Pegasos Deluxe Beach Hotel","Faliraki","South Aegean","Dodecanese",36.35479,28.20948,6,90,4.5,2640,2233,111,"",2,"$$"
19003182,"Cesmeli Butik Otel KahvaltI","Izmir","Turkish Aegean Coast","Turkiye",38.348953,26.305643,22,136,5.0,4,2,72,"",0,"$"
1905654,"One&Only The Palm","Dubai","Emirate of Dubai","United Arab Emirates",25.0995,55.13347,178,982,5.0,1809,2217,144,"",2,"$$$$"
190615,"Claris Hotel & Spa","Barcelona","Catalonia","Spain",41.394367,2.165189,115,553,4.5,2924,1118,76,"Derby Hotels Collection",2,"$$$"
190616,"Majestic Hotel & Spa Barcelona","Barcelona","Catalonia","Spain",41.39352,2.164095,70,553,4.5,3880,1794,72,"Majestic Hotel Group",2,"$$$$"
190617,"Hotel El Palace Barcelona","Barcelona","Catalonia","Spain",41.3914,2.171451,19,553,4.5,2515,1869,72,"The Leading Hotels of the World",2,"$$$$"
190635,"Hotel Arts Barcelona","Barcelona","Catalonia","Spain",41.38675,2.196823,208,553,4.5,5847,3774,90,"The Ritz-Carlton",1,"$$$$"
190823,"Hotel Colon","Barcelona","Catalonia","Spain",41.385017,2.175842,122,553,4.5,2956,1554,65,"",2,"$$$"
19092478,"Seventy Barcelona","Barcelona","Catalonia","Spain",41.39786,2.16161,9,553,5.0,942,1143,85,"",3,"$$$"
19101425,"Occidental Barcelona 1929","Barcelona","Catalonia","Spain",41.37547,2.147847,98,553,4.5,372,194,48,"Barcelo Hotels & Resorts",2,"$$"
191046,"Hotel SERHS Rivoli Rambla","Barcelona","Catalonia","Spain",41.384274,2.171104,265,553,4.0,2214,804,53,"",0,"$$"
